Gtype 1
Gr1_inner 84
Gr1_outer 132
Gr2_inner 84
Gr2_outer 132
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 9 17 0 -94 -62 -260 3.8 3.8 40 0 0 0
Tower 0 9 18 0 -94 -58 -260 3.8 3.8 40 0 0 0
Tower 0 9 19 0 -94 -54 -260 3.8 3.8 40 0 0 0
Tower 0 9 20 0 -94 -50 -260 3.8 3.8 40 0 0 0
Tower 0 9 21 0 -94 -46 -260 3.8 3.8 40 0 0 0
Tower 0 9 22 0 -94 -42 -260 3.8 3.8 40 0 0 0
Tower 0 9 23 0 -94 -38 -260 3.8 3.8 40 0 0 0
Tower 0 9 24 0 -94 -34 -260 3.8 3.8 40 0 0 0
Tower 0 9 25 0 -94 -30 -260 3.8 3.8 40 0 0 0
Tower 0 9 26 0 -94 -26 -260 3.8 3.8 40 0 0 0
Tower 0 9 27 0 -94 -22 -260 3.8 3.8 40 0 0 0
Tower 0 9 28 0 -94 -18 -260 3.8 3.8 40 0 0 0
Tower 0 9 29 0 -94 -14 -260 3.8 3.8 40 0 0 0
Tower 0 9 30 0 -94 -10 -260 3.8 3.8 40 0 0 0
Tower 0 9 31 0 -94 -6 -260 3.8 3.8 40 0 0 0
Tower 0 9 32 0 -94 -2 -260 3.8 3.8 40 0 0 0
Tower 0 9 33 0 -94 2 -260 3.8 3.8 40 0 0 0
Tower 0 9 34 0 -94 6 -260 3.8 3.8 40 0 0 0
Tower 0 9 35 0 -94 10 -260 3.8 3.8 40 0 0 0
Tower 0 9 36 0 -94 14 -260 3.8 3.8 40 0 0 0
Tower 0 9 37 0 -94 18 -260 3.8 3.8 40 0 0 0
Tower 0 9 38 0 -94 22 -260 3.8 3.8 40 0 0 0
Tower 0 9 39 0 -94 26 -260 3.8 3.8 40 0 0 0
Tower 0 9 40 0 -94 30 -260 3.8 3.8 40 0 0 0
Tower 0 9 41 0 -94 34 -260 3.8 3.8 40 0 0 0
Tower 0 9 42 0 -94 38 -260 3.8 3.8 40 0 0 0
Tower 0 9 43 0 -94 42 -260 3.8 3.8 40 0 0 0
Tower 0 9 44 0 -94 46 -260 3.8 3.8 40 0 0 0
